cliente;Atrasos;Resposta;TempoRel;valorFatura;GastosAlim;RegRisc;RendaMensal
969;4-Mais de 30 dias;1;2-1 a 3 anos;3-R$800 a R$1499;1-Até 10%;III;1-Até  R1518
970;2-3 a 15 dias;0;4-mais 8 anos;1-Até R$250;3-20% a 30%;III;4-mais de R$4500
971;2-3 a 15 dias;1;1-até 1 ano;1-Até R$250;2-10% a 20%;IV;3-R$3000 a R$4500
972;4-Mais de 30 dias;1;1-até 1 ano;1-Até R$250;4-30% e mais;II;1-Até  R1518
973;2-3 a 15 dias;0;3-3 a 8 anos;3-R$800 a R$1499;2-10% a 20%;III;3-R$3000 a R$4500
974;4-Mais de 30 dias;0;1-até 1 ano;4-R$1500 e mais;4-30% e mais;III;3-R$3000 a R$4500
975;1-Até 3 dias;0;4-mais 8 anos;1-Até R$250;1-Até 10%;IV;3-R$3000 a R$4500
976;2-3 a 15 dias;0;2-1 a 3 anos;1-Até R$250;2-10% a 20%;II;2-R$1519 a R$3000
977;4-Mais de 30 dias;1;2-1 a 3 anos;1-Até R$250;1-Até 10%;III;2-R$1519 a R$3000
978;2-3 a 15 dias;1;2-1 a 3 anos;1-Até R$250;3-20% a 30%;I;2-R$1519 a R$3000
979;2-3 a 15 dias;0;2-1 a 3 anos;3-R$800 a R$1499;1-Até 10%;II;3-R$3000 a R$4500
980;3-15 a 30 dias;1;4-mais 8 anos;1-Até R$250;1-Até 10%;I;1-Até  R1518
981;1-Até 3 dias;0;2-1 a 3 anos;3-R$800 a R$1499;3-20% a 30%;III;2-R$1519 a R$3000
982;1-Até 3 dias;0;4-mais 8 anos;4-R$1500 e mais;4-30% e mais;I;1-Até  R1518
983;4-Mais de 30 dias;1;3-3 a 8 anos;4-R$1500 e mais;3-20% a 30%;III;4-mais de R$4500
984;4-Mais de 30 dias;1;1-até 1 ano;1-Até R$250;1-Até 10%;I;1-Até  R1518
985;1-Até 3 dias;0;3-3 a 8 anos;3-R$800 a R$1499;1-Até 10%;I;2-R$1519 a R$3000
986;3-15 a 30 dias;0;1-até 1 ano;2-R$250 a R$8000;4-30% e mais;IV;4-mais de R$4500
987;3-15 a 30 dias;1;3-3 a 8 anos;2-R$250 a R$8000;1-Até 10%;IV;4-mais de R$4500
988;3-15 a 30 dias;1;1-até 1 ano;2-R$250 a R$8000;1-Até 10%;III;1-Até  R1518
989;4-Mais de 30 dias;1;3-3 a 8 anos;3-R$800 a R$1499;2-10% a 20%;I;4-mais de R$4500
990;4-Mais de 30 dias;1;2-1 a 3 anos;2-R$250 a R$8000;1-Até 10%;II;3-R$3000 a R$4500
991;1-Até 3 dias;0;3-3 a 8 anos;4-R$1500 e mais;3-20% a 30%;II;1-Até  R1518
992;3-15 a 30 dias;1;1-até 1 ano;2-R$250 a R$8000;3-20% a 30%;II;1-Até  R1518
993;2-3 a 15 dias;1;2-1 a 3 anos;2-R$250 a R$8000;3-20% a 30%;I;3-R$3000 a R$4500
994;2-3 a 15 dias;0;3-3 a 8 anos;2-R$250 a R$8000;4-30% e mais;III;4-mais de R$4500
995;1-Até 3 dias;0;2-1 a 3 anos;2-R$250 a R$8000;4-30% e mais;II;3-R$3000 a R$4500
996;3-15 a 30 dias;1;2-1 a 3 anos;4-R$1500 e mais;3-20% a 30%;I;2-R$1519 a R$3000
997;3-15 a 30 dias;1;4-mais 8 anos;1-Até R$250;2-10% a 20%;IV;2-R$1519 a R$3000
998;4-Mais de 30 dias;1;3-3 a 8 anos;1-Até R$250;2-10% a 20%;III;4-mais de R$4500
999;4-Mais de 30 dias;0;4-mais 8 anos;1-Até R$250;3-20% a 30%;IV;3-R$3000 a R$4500
1000;1-Até 3 dias;1;4-mais 8 anos;2-R$250 a R$8000;3-20% a 30%;IV;4-mais de R$4500
1001;2-3 a 15 dias;1;2-1 a 3 anos;2-R$250 a R$8000;1-Até 10%;I;1-Até  R1518
1002;2-3 a 15 dias;0;1-até 1 ano;2-R$250 a R$8000;4-30% e mais;III;4-mais de R$4500
1003;2-3 a 15 dias;0;1-até 1 ano;1-Até R$250;2-10% a 20%;II;1-Até  R1518
1004;2-3 a 15 dias;0;1-até 1 ano;1-Até R$250;4-30% e mais;II;1-Até  R1518
1005;2-3 a 15 dias;0;3-3 a 8 anos;3-R$800 a R$1499;4-30% e mais;III;2-R$1519 a R$3000
1006;2-3 a 15 dias;0;4-mais 8 anos;3-R$800 a R$1499;4-30% e mais;III;3-R$3000 a R$4500
1007;1-Até 3 dias;0;1-até 1 ano;3-R$800 a R$1499;3-20% a 30%;III;4-mais de R$4500
1008;3-15 a 30 dias;0;3-3 a 8 anos;4-R$1500 e mais;4-30% e mais;IV;3-R$3000 a R$4500
1009;3-15 a 30 dias;0;4-mais 8 anos;4-R$1500 e mais;3-20% a 30%;II;4-mais de R$4500
1010;1-Até 3 dias;1;2-1 a 3 anos;1-Até R$250;1-Até 10%;II;3-R$3000 a R$4500
1011;3-15 a 30 dias;1;4-mais 8 anos;2-R$250 a R$8000;1-Até 10%;II;1-Até  R1518
1012;3-15 a 30 dias;0;3-3 a 8 anos;1-Até R$250;1-Até 10%;I;2-R$1519 a R$3000
1013;4-Mais de 30 dias;1;3-3 a 8 anos;2-R$250 a R$8000;2-10% a 20%;IV;2-R$1519 a R$3000
1014;2-3 a 15 dias;0;4-mais 8 anos;4-R$1500 e mais;1-Até 10%;III;3-R$3000 a R$4500
1015;3-15 a 30 dias;1;3-3 a 8 anos;2-R$250 a R$8000;1-Até 10%;I;3-R$3000 a R$4500
1016;4-Mais de 30 dias;1;2-1 a 3 anos;4-R$1500 e mais;4-30% e mais;II;4-mais de R$4500
1017;1-Até 3 dias;0;4-mais 8 anos;1-Até R$250;1-Até 10%;III;3-R$3000 a R$4500
1018;1-Até 3 dias;0;4-mais 8 anos;3-R$800 a R$1499;2-10% a 20%;II;2-R$1519 a R$3000
1019;2-3 a 15 dias;1;2-1 a 3 anos;4-R$1500 e mais;4-30% e mais;I;3-R$3000 a R$4500
1020;2-3 a 15 dias;0;1-até 1 ano;4-R$1500 e mais;1-Até 10%;II;3-R$3000 a R$4500
1021;2-3 a 15 dias;0;4-mais 8 anos;1-Até R$250;2-10% a 20%;I;3-R$3000 a R$4500
1022;1-Até 3 dias;1;2-1 a 3 anos;1-Até R$250;1-Até 10%;II;3-R$3000 a R$4500
1023;2-3 a 15 dias;1;1-até 1 ano;1-Até R$250;2-10% a 20%;II;1-Até  R1518
1024;4-Mais de 30 dias;1;1-até 1 ano;2-R$250 a R$8000;4-30% e mais;I;2-R$1519 a R$3000
1025;4-Mais de 30 dias;1;2-1 a 3 anos;1-Até R$250;1-Até 10%;III;3-R$3000 a R$4500
1026;3-15 a 30 dias;0;3-3 a 8 anos;1-Até R$250;4-30% e mais;IV;4-mais de R$4500
1027;4-Mais de 30 dias;1;1-até 1 ano;2-R$250 a R$8000;1-Até 10%;I;1-Até  R1518
1028;2-3 a 15 dias;0;1-até 1 ano;4-R$1500 e mais;1-Até 10%;I;3-R$3000 a R$4500
1029;2-3 a 15 dias;1;3-3 a 8 anos;2-R$250 a R$8000;2-10% a 20%;IV;3-R$3000 a R$4500
1030;1-Até 3 dias;0;4-mais 8 anos;2-R$250 a R$8000;4-30% e mais;I;4-mais de R$4500
1031;4-Mais de 30 dias;1;2-1 a 3 anos;3-R$800 a R$1499;2-10% a 20%;II;1-Até  R1518
1032;2-3 a 15 dias;0;3-3 a 8 anos;1-Até R$250;3-20% a 30%;II;4-mais de R$4500
1033;1-Até 3 dias;0;2-1 a 3 anos;3-R$800 a R$1499;3-20% a 30%;III;2-R$1519 a R$3000
1034;1-Até 3 dias;0;3-3 a 8 anos;2-R$250 a R$8000;3-20% a 30%;III;2-R$1519 a R$3000
1035;1-Até 3 dias;0;2-1 a 3 anos;3-R$800 a R$1499;3-20% a 30%;IV;4-mais de R$4500
1036;1-Até 3 dias;0;2-1 a 3 anos;4-R$1500 e mais;1-Até 10%;I;3-R$3000 a R$4500
1037;1-Até 3 dias;0;1-até 1 ano;2-R$250 a R$8000;1-Até 10%;IV;4-mais de R$4500
1038;2-3 a 15 dias;1;2-1 a 3 anos;2-R$250 a R$8000;4-30% e mais;II;2-R$1519 a R$3000
1039;4-Mais de 30 dias;1;1-até 1 ano;4-R$1500 e mais;3-20% a 30%;IV;4-mais de R$4500
1040;3-15 a 30 dias;1;4-mais 8 anos;1-Até R$250;4-30% e mais;I;1-Até  R1518
1041;4-Mais de 30 dias;1;1-até 1 ano;1-Até R$250;3-20% a 30%;II;4-mais de R$4500
1042;4-Mais de 30 dias;1;2-1 a 3 anos;4-R$1500 e mais;1-Até 10%;II;2-R$1519 a R$3000
1043;2-3 a 15 dias;0;3-3 a 8 anos;2-R$250 a R$8000;4-30% e mais;II;2-R$1519 a R$3000
1044;1-Até 3 dias;0;3-3 a 8 anos;1-Até R$250;2-10% a 20%;III;4-mais de R$4500
1045;1-Até 3 dias;0;1-até 1 ano;1-Até R$250;1-Até 10%;IV;2-R$1519 a R$3000
1046;1-Até 3 dias;0;4-mais 8 anos;1-Até R$250;3-20% a 30%;IV;3-R$3000 a R$4500
1047;2-3 a 15 dias;0;1-até 1 ano;1-Até R$250;3-20% a 30%;II;1-Até  R1518
1048;3-15 a 30 dias;0;3-3 a 8 anos;2-R$250 a R$8000;3-20% a 30%;IV;4-mais de R$4500
1049;2-3 a 15 dias;0;2-1 a 3 anos;2-R$250 a R$8000;3-20% a 30%;I;3-R$3000 a R$4500
1050;2-3 a 15 dias;0;2-1 a 3 anos;2-R$250 a R$8000;4-30% e mais;IV;4-mais de R$4500
1051;3-15 a 30 dias;1;4-mais 8 anos;2-R$250 a R$8000;3-20% a 30%;II;2-R$1519 a R$3000
1052;3-15 a 30 dias;1;1-até 1 ano;2-R$250 a R$8000;2-10% a 20%;III;4-mais de R$4500
1053;3-15 a 30 dias;1;3-3 a 8 anos;3-R$800 a R$1499;2-10% a 20%;II;2-R$1519 a R$3000
1054;1-Até 3 dias;1;3-3 a 8 anos;4-R$1500 e mais;1-Até 10%;I;1-Até  R1518
1055;1-Até 3 dias;1;1-até 1 ano;4-R$1500 e mais;2-10% a 20%;I;2-R$1519 a R$3000
1056;4-Mais de 30 dias;1;1-até 1 ano;1-Até R$250;2-10% a 20%;I;1-Até  R1518
1057;3-15 a 30 dias;1;1-até 1 ano;1-Até R$250;2-10% a 20%;II;1-Até  R1518
1058;3-15 a 30 dias;0;4-mais 8 anos;4-R$1500 e mais;4-30% e mais;IV;1-Até  R1518
1059;4-Mais de 30 dias;0;2-1 a 3 anos;4-R$1500 e mais;2-10% a 20%;IV;2-R$1519 a R$3000
1060;2-3 a 15 dias;1;4-mais 8 anos;1-Até R$250;2-10% a 20%;I;4-mais de R$4500
1061;3-15 a 30 dias;1;3-3 a 8 anos;1-Até R$250;2-10% a 20%;II;1-Até  R1518
1062;4-Mais de 30 dias;0;1-até 1 ano;2-R$250 a R$8000;4-30% e mais;II;1-Até  R1518
1063;3-15 a 30 dias;1;2-1 a 3 anos;1-Até R$250;1-Até 10%;II;1-Até  R1518
1064;1-Até 3 dias;0;3-3 a 8 anos;4-R$1500 e mais;4-30% e mais;III;2-R$1519 a R$3000
1065;1-Até 3 dias;0;3-3 a 8 anos;2-R$250 a R$8000;2-10% a 20%;IV;1-Até  R1518
1066;1-Até 3 dias;1;1-até 1 ano;1-Até R$250;1-Até 10%;II;2-R$1519 a R$3000
1067;3-15 a 30 dias;0;4-mais 8 anos;2-R$250 a R$8000;4-30% e mais;I;4-mais de R$4500
1068;4-Mais de 30 dias;1;3-3 a 8 anos;1-Até R$250;1-Até 10%;I;3-R$3000 a R$4500
1069;4-Mais de 30 dias;1;1-até 1 ano;3-R$800 a R$1499;1-Até 10%;I;1-Até  R1518
1070;2-3 a 15 dias;1;4-mais 8 anos;1-Até R$250;3-20% a 30%;I;3-R$3000 a R$4500
1071;4-Mais de 30 dias;1;2-1 a 3 anos;1-Até R$250;4-30% e mais;I;3-R$3000 a R$4500
1072;2-3 a 15 dias;1;4-mais 8 anos;4-R$1500 e mais;1-Até 10%;I;1-Até  R1518
1073;3-15 a 30 dias;1;1-até 1 ano;3-R$800 a R$1499;3-20% a 30%;I;4-mais de R$4500
1074;1-Até 3 dias;0;2-1 a 3 anos;4-R$1500 e mais;3-20% a 30%;IV;2-R$1519 a R$3000
1075;4-Mais de 30 dias;0;4-mais 8 anos;2-R$250 a R$8000;3-20% a 30%;II;3-R$3000 a R$4500
1076;2-3 a 15 dias;1;1-até 1 ano;3-R$800 a R$1499;4-30% e mais;IV;2-R$1519 a R$3000
1077;3-15 a 30 dias;1;2-1 a 3 anos;1-Até R$250;2-10% a 20%;II;2-R$1519 a R$3000
1078;2-3 a 15 dias;1;1-até 1 ano;1-Até R$250;1-Até 10%;III;1-Até  R1518
1079;4-Mais de 30 dias;1;3-3 a 8 anos;2-R$250 a R$8000;3-20% a 30%;IV;4-mais de R$4500
1080;3-15 a 30 dias;1;1-até 1 ano;2-R$250 a R$8000;2-10% a 20%;I;4-mais de R$4500
1081;1-Até 3 dias;0;1-até 1 ano;2-R$250 a R$8000;3-20% a 30%;IV;2-R$1519 a R$3000
1082;3-15 a 30 dias;1;1-até 1 ano;1-Até R$250;3-20% a 30%;I;3-R$3000 a R$4500
1083;2-3 a 15 dias;0;2-1 a 3 anos;2-R$250 a R$8000;3-20% a 30%;IV;1-Até  R1518
1084;4-Mais de 30 dias;0;2-1 a 3 anos;4-R$1500 e mais;3-20% a 30%;III;2-R$1519 a R$3000
1085;2-3 a 15 dias;0;1-até 1 ano;2-R$250 a R$8000;4-30% e mais;I;4-mais de R$4500
1086;1-Até 3 dias;0;4-mais 8 anos;4-R$1500 e mais;4-30% e mais;IV;4-mais de R$4500
1087;1-Até 3 dias;0;4-mais 8 anos;3-R$800 a R$1499;4-30% e mais;IV;4-mais de R$4500
1088;2-3 a 15 dias;0;3-3 a 8 anos;1-Até R$250;3-20% a 30%;II;4-mais de R$4500
1089;4-Mais de 30 dias;0;4-mais 8 anos;2-R$250 a R$8000;4-30% e mais;IV;1-Até  R1518
1090;4-Mais de 30 dias;1;4-mais 8 anos;2-R$250 a R$8000;1-Até 10%;I;3-R$3000 a R$4500
1091;4-Mais de 30 dias;1;2-1 a 3 anos;2-R$250 a R$8000;1-Até 10%;II;2-R$1519 a R$3000
1092;2-3 a 15 dias;1;1-até 1 ano;4-R$1500 e mais;2-10% a 20%;I;1-Até  R1518
1093;1-Até 3 dias;0;4-mais 8 anos;1-Até R$250;3-20% a 30%;IV;3-R$3000 a R$4500
1094;3-15 a 30 dias;1;4-mais 8 anos;2-R$250 a R$8000;1-Até 10%;I;2-R$1519 a R$3000
1095;3-15 a 30 dias;1;1-até 1 ano;3-R$800 a R$1499;1-Até 10%;IV;3-R$3000 a R$4500
1096;1-Até 3 dias;0;3-3 a 8 anos;2-R$250 a R$8000;4-30% e mais;IV;4-mais de R$4500
1097;2-3 a 15 dias;0;1-até 1 ano;3-R$800 a R$1499;4-30% e mais;II;1-Até  R1518
1098;3-15 a 30 dias;0;1-até 1 ano;3-R$800 a R$1499;3-20% a 30%;IV;3-R$3000 a R$4500
1099;3-15 a 30 dias;1;1-até 1 ano;1-Até R$250;1-Até 10%;I;3-R$3000 a R$4500
1100;2-3 a 15 dias;0;3-3 a 8 anos;2-R$250 a R$8000;3-20% a 30%;III;2-R$1519 a R$3000
1101;1-Até 3 dias;0;2-1 a 3 anos;1-Até R$250;4-30% e mais;II;4-mais de R$4500
1102;4-Mais de 30 dias;1;1-até 1 ano;3-R$800 a R$1499;4-30% e mais;III;2-R$1519 a R$3000
1103;3-15 a 30 dias;1;3-3 a 8 anos;4-R$1500 e mais;1-Até 10%;III;2-R$1519 a R$3000
1104;1-Até 3 dias;0;3-3 a 8 anos;3-R$800 a R$1499;3-20% a 30%;I;3-R$3000 a R$4500
1105;2-3 a 15 dias;0;3-3 a 8 anos;2-R$250 a R$8000;4-30% e mais;IV;3-R$3000 a R$4500
1106;1-Até 3 dias;0;3-3 a 8 anos;2-R$250 a R$8000;3-20% a 30%;III;4-mais de R$4500
1107;1-Até 3 dias;0;2-1 a 3 anos;4-R$1500 e mais;3-20% a 30%;II;3-R$3000 a R$4500
1108;3-15 a 30 dias;1;1-até 1 ano;1-Até R$250;2-10% a 20%;II;1-Até  R1518
1109;3-15 a 30 dias;1;2-1 a 3 anos;2-R$250 a R$8000;3-20% a 30%;I;3-R$3000 a R$4500
1110;2-3 a 15 dias;0;4-mais 8 anos;3-R$800 a R$1499;4-30% e mais;IV;4-mais de R$4500
1111;3-15 a 30 dias;1;3-3 a 8 anos;3-R$800 a R$1499;1-Até 10%;IV;2-R$1519 a R$3000
1112;2-3 a 15 dias;0;1-até 1 ano;1-Até R$250;1-Até 10%;II;1-Até  R1518
1113;1-Até 3 dias;1;1-até 1 ano;2-R$250 a R$8000;3-20% a 30%;III;2-R$1519 a R$3000
1114;3-15 a 30 dias;1;3-3 a 8 anos;2-R$250 a R$8000;1-Até 10%;II;2-R$1519 a R$3000
1115;2-3 a 15 dias;0;1-até 1 ano;2-R$250 a R$8000;2-10% a 20%;I;4-mais de R$4500
1116;4-Mais de 30 dias;0;2-1 a 3 anos;3-R$800 a R$1499;2-10% a 20%;IV;1-Até  R1518
1117;2-3 a 15 dias;0;4-mais 8 anos;4-R$1500 e mais;2-10% a 20%;I;4-mais de R$4500
1118;4-Mais de 30 dias;1;1-até 1 ano;3-R$800 a R$1499;4-30% e mais;IV;1-Até  R1518
1119;2-3 a 15 dias;0;4-mais 8 anos;2-R$250 a R$8000;4-30% e mais;I;4-mais de R$4500
1120;4-Mais de 30 dias;1;3-3 a 8 anos;2-R$250 a R$8000;3-20% a 30%;III;4-mais de R$4500
1121;2-3 a 15 dias;1;1-até 1 ano;2-R$250 a R$8000;3-20% a 30%;II;2-R$1519 a R$3000
1122;3-15 a 30 dias;0;4-mais 8 anos;3-R$800 a R$1499;1-Até 10%;IV;4-mais de R$4500
1123;2-3 a 15 dias;0;3-3 a 8 anos;2-R$250 a R$8000;2-10% a 20%;IV;2-R$1519 a R$3000
1124;2-3 a 15 dias;1;4-mais 8 anos;3-R$800 a R$1499;2-10% a 20%;I;4-mais de R$4500
1125;4-Mais de 30 dias;0;3-3 a 8 anos;2-R$250 a R$8000;2-10% a 20%;IV;3-R$3000 a R$4500
1126;3-15 a 30 dias;1;4-mais 8 anos;1-Até R$250;3-20% a 30%;IV;3-R$3000 a R$4500
1127;2-3 a 15 dias;0;3-3 a 8 anos;3-R$800 a R$1499;4-30% e mais;III;3-R$3000 a R$4500
1128;1-Até 3 dias;0;1-até 1 ano;1-Até R$250;2-10% a 20%;II;3-R$3000 a R$4500
1129;3-15 a 30 dias;0;4-mais 8 anos;3-R$800 a R$1499;4-30% e mais;IV;4-mais de R$4500
1130;3-15 a 30 dias;0;3-3 a 8 anos;1-Até R$250;1-Até 10%;III;2-R$1519 a R$3000
1131;1-Até 3 dias;1;2-1 a 3 anos;3-R$800 a R$1499;2-10% a 20%;IV;1-Até  R1518
1132;1-Até 3 dias;0;3-3 a 8 anos;1-Até R$250;4-30% e mais;IV;2-R$1519 a R$3000
1133;1-Até 3 dias;0;4-mais 8 anos;2-R$250 a R$8000;1-Até 10%;I;3-R$3000 a R$4500
1134;4-Mais de 30 dias;0;4-mais 8 anos;3-R$800 a R$1499;3-20% a 30%;I;3-R$3000 a R$4500
1135;2-3 a 15 dias;0;4-mais 8 anos;1-Até R$250;4-30% e mais;III;2-R$1519 a R$3000
1136;2-3 a 15 dias;0;4-mais 8 anos;4-R$1500 e mais;3-20% a 30%;IV;1-Até  R1518
1137;3-15 a 30 dias;1;4-mais 8 anos;3-R$800 a R$1499;2-10% a 20%;III;2-R$1519 a R$3000
1138;3-15 a 30 dias;1;2-1 a 3 anos;2-R$250 a R$8000;1-Até 10%;III;2-R$1519 a R$3000
1139;3-15 a 30 dias;0;3-3 a 8 anos;1-Até R$250;3-20% a 30%;I;2-R$1519 a R$3000
1140;1-Até 3 dias;0;4-mais 8 anos;1-Até R$250;3-20% a 30%;III;3-R$3000 a R$4500
1141;3-15 a 30 dias;1;4-mais 8 anos;2-R$250 a R$8000;2-10% a 20%;III;1-Até  R1518
1142;1-Até 3 dias;0;2-1 a 3 anos;1-Até R$250;4-30% e mais;III;1-Até  R1518
1143;2-3 a 15 dias;1;4-mais 8 anos;3-R$800 a R$1499;1-Até 10%;II;1-Até  R1518
1144;3-15 a 30 dias;0;3-3 a 8 anos;2-R$250 a R$8000;4-30% e mais;I;3-R$3000 a R$4500
1145;2-3 a 15 dias;1;1-até 1 ano;1-Até R$250;1-Até 10%;I;4-mais de R$4500
1146;4-Mais de 30 dias;1;1-até 1 ano;2-R$250 a R$8000;1-Até 10%;III;2-R$1519 a R$3000
1147;3-15 a 30 dias;1;3-3 a 8 anos;1-Até R$250;4-30% e mais;I;3-R$3000 a R$4500
1148;2-3 a 15 dias;0;4-mais 8 anos;3-R$800 a R$1499;3-20% a 30%;IV;1-Até  R1518
1149;4-Mais de 30 dias;1;4-mais 8 anos;2-R$250 a R$8000;1-Até 10%;IV;2-R$1519 a R$3000
1150;4-Mais de 30 dias;1;3-3 a 8 anos;1-Até R$250;1-Até 10%;I;3-R$3000 a R$4500
1151;2-3 a 15 dias;0;4-mais 8 anos;1-Até R$250;4-30% e mais;II;1-Até  R1518
1152;3-15 a 30 dias;0;1-até 1 ano;2-R$250 a R$8000;1-Até 10%;II;2-R$1519 a R$3000
1153;3-15 a 30 dias;1;1-até 1 ano;2-R$250 a R$8000;2-10% a 20%;III;3-R$3000 a R$4500
1154;3-15 a 30 dias;0;2-1 a 3 anos;3-R$800 a R$1499;4-30% e mais;I;4-mais de R$4500
1155;4-Mais de 30 dias;1;4-mais 8 anos;4-R$1500 e mais;4-30% e mais;II;1-Até  R1518
1156;2-3 a 15 dias;0;2-1 a 3 anos;1-Até R$250;4-30% e mais;III;1-Até  R1518
1157;4-Mais de 30 dias;1;3-3 a 8 anos;1-Até R$250;2-10% a 20%;III;1-Até  R1518
1158;1-Até 3 dias;1;3-3 a 8 anos;1-Até R$250;1-Até 10%;III;1-Até  R1518
1159;3-15 a 30 dias;1;1-até 1 ano;1-Até R$250;3-20% a 30%;II;2-R$1519 a R$3000
1160;3-15 a 30 dias;1;1-até 1 ano;2-R$250 a R$8000;3-20% a 30%;I;4-mais de R$4500
1161;1-Até 3 dias;0;4-mais 8 anos;4-R$1500 e mais;4-30% e mais;IV;4-mais de R$4500
1162;2-3 a 15 dias;1;1-até 1 ano;2-R$250 a R$8000;3-20% a 30%;II;3-R$3000 a R$4500
1163;2-3 a 15 dias;1;3-3 a 8 anos;2-R$250 a R$8000;1-Até 10%;II;4-mais de R$4500
1164;2-3 a 15 dias;0;1-até 1 ano;1-Até R$250;3-20% a 30%;III;4-mais de R$4500
1165;1-Até 3 dias;0;4-mais 8 anos;1-Até R$250;3-20% a 30%;IV;1-Até  R1518
1166;4-Mais de 30 dias;1;3-3 a 8 anos;4-R$1500 e mais;3-20% a 30%;II;1-Até  R1518
1167;2-3 a 15 dias;1;1-até 1 ano;3-R$800 a R$1499;2-10% a 20%;II;1-Até  R1518
1168;4-Mais de 30 dias;1;3-3 a 8 anos;3-R$800 a R$1499;2-10% a 20%;I;4-mais de R$4500
1169;2-3 a 15 dias;1;1-até 1 ano;3-R$800 a R$1499;3-20% a 30%;I;4-mais de R$4500
1170;4-Mais de 30 dias;1;1-até 1 ano;1-Até R$250;4-30% e mais;III;1-Até  R1518
1171;4-Mais de 30 dias;0;3-3 a 8 anos;4-R$1500 e mais;4-30% e mais;IV;2-R$1519 a R$3000
1172;4-Mais de 30 dias;1;2-1 a 3 anos;3-R$800 a R$1499;1-Até 10%;III;1-Até  R1518
1173;2-3 a 15 dias;0;4-mais 8 anos;1-Até R$250;3-20% a 30%;III;4-mais de R$4500
1174;2-3 a 15 dias;1;1-até 1 ano;1-Até R$250;2-10% a 20%;IV;3-R$3000 a R$4500
1175;4-Mais de 30 dias;1;1-até 1 ano;1-Até R$250;4-30% e mais;II;1-Até  R1518
1176;2-3 a 15 dias;0;3-3 a 8 anos;3-R$800 a R$1499;2-10% a 20%;III;3-R$3000 a R$4500
1177;4-Mais de 30 dias;0;1-até 1 ano;4-R$1500 e mais;4-30% e mais;III;3-R$3000 a R$4500
1178;1-Até 3 dias;0;4-mais 8 anos;1-Até R$250;1-Até 10%;IV;3-R$3000 a R$4500
1179;2-3 a 15 dias;0;2-1 a 3 anos;1-Até R$250;2-10% a 20%;II;2-R$1519 a R$3000
1180;4-Mais de 30 dias;1;2-1 a 3 anos;1-Até R$250;1-Até 10%;III;2-R$1519 a R$3000
1181;2-3 a 15 dias;1;2-1 a 3 anos;1-Até R$250;3-20% a 30%;I;2-R$1519 a R$3000
1182;2-3 a 15 dias;0;2-1 a 3 anos;3-R$800 a R$1499;1-Até 10%;II;3-R$3000 a R$4500
1183;3-15 a 30 dias;1;4-mais 8 anos;1-Até R$250;1-Até 10%;I;1-Até  R1518
1184;1-Até 3 dias;0;2-1 a 3 anos;3-R$800 a R$1499;3-20% a 30%;III;2-R$1519 a R$3000
1185;1-Até 3 dias;0;4-mais 8 anos;4-R$1500 e mais;4-30% e mais;I;1-Até  R1518
1186;4-Mais de 30 dias;1;3-3 a 8 anos;4-R$1500 e mais;3-20% a 30%;III;4-mais de R$4500
1187;4-Mais de 30 dias;1;1-até 1 ano;1-Até R$250;1-Até 10%;I;1-Até  R1518
1188;1-Até 3 dias;0;3-3 a 8 anos;3-R$800 a R$1499;1-Até 10%;I;2-R$1519 a R$3000
1189;3-15 a 30 dias;0;1-até 1 ano;2-R$250 a R$8000;4-30% e mais;IV;4-mais de R$4500
1190;3-15 a 30 dias;1;3-3 a 8 anos;2-R$250 a R$8000;1-Até 10%;IV;4-mais de R$4500
1191;3-15 a 30 dias;1;1-até 1 ano;2-R$250 a R$8000;1-Até 10%;III;1-Até  R1518
1192;4-Mais de 30 dias;1;3-3 a 8 anos;3-R$800 a R$1499;2-10% a 20%;I;4-mais de R$4500
1193;4-Mais de 30 dias;1;2-1 a 3 anos;2-R$250 a R$8000;1-Até 10%;II;3-R$3000 a R$4500
1194;1-Até 3 dias;0;3-3 a 8 anos;4-R$1500 e mais;3-20% a 30%;II;1-Até  R1518
1195;3-15 a 30 dias;1;1-até 1 ano;2-R$250 a R$8000;3-20% a 30%;II;1-Até  R1518
1196;2-3 a 15 dias;1;2-1 a 3 anos;2-R$250 a R$8000;3-20% a 30%;I;3-R$3000 a R$4500
1197;2-3 a 15 dias;0;3-3 a 8 anos;2-R$250 a R$8000;4-30% e mais;III;4-mais de R$4500
1198;1-Até 3 dias;0;2-1 a 3 anos;2-R$250 a R$8000;4-30% e mais;II;3-R$3000 a R$4500
1199;3-15 a 30 dias;1;2-1 a 3 anos;4-R$1500 e mais;3-20% a 30%;I;2-R$1519 a R$3000
1200;3-15 a 30 dias;1;4-mais 8 anos;1-Até R$250;2-10% a 20%;IV;2-R$1519 a R$3000
1201;4-Mais de 30 dias;1;3-3 a 8 anos;1-Até R$250;2-10% a 20%;III;4-mais de R$4500
1202;4-Mais de 30 dias;0;4-mais 8 anos;1-Até R$250;3-20% a 30%;IV;3-R$3000 a R$4500
1203;1-Até 3 dias;1;4-mais 8 anos;2-R$250 a R$8000;3-20% a 30%;IV;4-mais de R$4500
1204;2-3 a 15 dias;1;2-1 a 3 anos;2-R$250 a R$8000;1-Até 10%;I;1-Até  R1518
1205;2-3 a 15 dias;0;1-até 1 ano;2-R$250 a R$8000;4-30% e mais;III;4-mais de R$4500
1206;2-3 a 15 dias;0;1-até 1 ano;1-Até R$250;2-10% a 20%;II;1-Até  R1518
